text,keyword,target
potassium has a significant impact on fruit quality through its influence on size appearance color ripeningand flavour potassium is more readily available in    enhancing crop development productivity hardiness for disease resistance amp drought tolerance , Drought,1
california snowpack at  above average but dry trend raises worries  abc news bay area  via   time to acknowledge the new droughtmonsoon climate and prepare permaculture solutions like india has done, Drought,1
february is earthquake awareness month  z, Earthquake,1
 earthquake, Earthquake,1
as they face drought and pests oaxacas indigenous peoples say community forest ownership and management remains crucial our new environmental reporting is livemexico oaxaca  climatechange indigenouspoeple, Drought,1
 thats not an earthquake, Earthquake,1
usgs reports a m earthquake km ene of thousand palms ca on    utcearthquake, Earthquake,1
this shrub is tolerant of urban conditions heat humidity poor soil and drought gardentingtips   , Drought,1
this shrub is tolerant of urban conditions heat humidity poor soil and drought gardentingtips   , Drought,1
twitter is eliminating the automatic national weather service warning tweets with thisknowing todays culture i am waiting for the  or  tornado death lawsuit against twitter since one could crazily argue they would be responsible for removing the alerts for people , Tornado,1
 it was honestly the worst drought in boston sports history, Drought,1
weve got drought stats from january  to keep you informed need more  see our news feed for the weekly update droughtmonitor , Drought,1
   youd have to predict a natural event to make sense to them  like the  sumatran quaketsunami, Tsunami,1
   the subtle movement of the camera indicates that someone is holding it while standing on the back counteror there is a very slow earthquake happening  it also seems to automatically move to keep the shop keeper in frame seems fake, Earthquake,1
accident cleared in northsyracuse on bear road ebwb at route route north main steet reported by police traffic , Road accident,1
accident with possible injuries in riga on fairbanks road nbsb between buffalo rd and westside drive reported by police traffic , Road accident,1
jerry jones comments on cowboys super bowl drought dallascowboys cowboys cowboysfootball gocowboys , Drought,1
hn hpai backyard farm lancaster county pennsylvania  pennsylvania  recombinomics inc aphis updatepennsylvania lancaster waoh poultry  bird fluavian influenza,Avian influenza,1
oromia has been the mainstay of the ethiopian empires economy it can easily feed its citizens amp hoa millions have died from abiys manmade famine amp drought       stopwarinoromia oromovoice, Drought,1
my sis in ak was woken this morning by an earthquake i told her it wasnt actually an earthquake but texas shivering , Earthquake,1
departurearrival is unknown zk eurofighter typhoon fgr of royal air force of united kingdom at ft amslegxwinfogroup robot  , Typhoon,1
women connect with environment more when there is no food at home  some women experience gender based violence  when there is drought women walk longer distances in search of water when there is conflict  women end up in idp camps    , Drought,1
 they should save all those democrat tears to help out with the drought in california, Drought,1
the snowstorm keeps cutting the power off, Snowstorm,1
hn hpai backyard farm lancaster county pennsylvania  pennsylvania  recombinomics inc map updatepennsylvania lancaster waoh poultry  bird fluavian influenza,Avian influenza,1
video hero cop rescues police dog from tornado ripping through texas, Tornado,1
i just witnessed the fallout from a pretty nasty accident on the stillorgan road on my commute this evening between a scooter and a car the scooter did not come out wellplease please wear a helmet if you are on a bike or scooter, Road accident,1
 sort your pipes out firstno drought warnings for me, Drought,1
reviewed m  earthquake in lincoln county oklahoma at   oklahoma local time utc  , Earthquake,1
  our commitment and dedication to the people and the state will spread everyday like forest fire we will never let our people suffer and thats our only promise and pledge under the visionary leadership of honble cm smt  bengal shall only progress, Forest fire,1
